ID;Text;TextID;Titel
540;RADIX_0000000009454082;Your Neptune in Opposition with Your MC;"A professional life marked by disappointments could be related to your lack of discipline that keeps you from leading an orderly life. The chaos at home may be the result of a lack of orientation in your youth and during your childhood. Do not get too involved in drugs or you may distort your perception of reality.



Neptune stands for the negative aspects of illusion and self-delusion, while the MC represents social standing. This aspect indicates that this area may be characterized by confusion. You should make an effort to see things realistically, whereby it would be good if you kept one honest person around who you can count on."
541;RADIX_0000000008421890;Your Neptune in Square with Your Northern Moon Node;"This aspect can express itself in a variety of ways. Possibly you are afraid of looking inside yourself and discovering something new. You avoid emotions and dreams and do not want to be reminded of the fact that there are dimensions other than the material world, which is your favorite escape. You make little use of your imagination because you want to stay on the ground. If you do not change your attitude about your inner workings and if you remain closed to the spiritual world, you will be forced to recognize one day how empty and boring your life has become.



Maybe you live at the other extreme and never want to take off your rose-colored glasses. You do not feel ready for reality and are afraid to take the crucial steps that would change your life. In this case you will have to analyze your conduct meticulously and come into contact with the outside world. Without a confrontation there will be no further development for you."
542;RADIX_0000000009208322;Your Neptune in Square with Your Ascendant;"With your sensitivity you may overreact especially to criticism. Thereby you could feel used by the people around you; saying ""no"" is not exactly one of your strengths. You have a tendency to withdraw into a dream world. As a child your parents may have criticized you for this and used the opportunity to express their general dissatisfaction with you.



This has encouraged you to feel comfortable with holding yourself back, although you actually have a very active imagination and often feel that you could have said more. Maybe you should go into a profession concerned with the needs of many people; you are especially receptive to concepts concerning social injustice. This will enable you to earn the recognition of others."
543;RADIX_0000000009470466;Your Neptune in Square with Your MC;"A professional life marked by disappointments could be related to your lack of discipline that keeps you from leading an orderly life. The chaos at home may be the result of a lack of orientation in your youth and during your childhood. Do not get too involved in drugs or you may distort your perception of reality.



Neptune stands for the negative aspects of illusion and self-delusion, while the MC represents social standing. This aspect indicates that this area may be characterized by confusion. You should make an effort to see things realistically, whereby it would be good if you kept one honest person around you who you can count on."
544;RADIX_0000000008438274;Your Neptune in Trine with Your Northern Moon Node;"This is a beautiful aspect, which will give you the sensitivity to build deep relationships. By staying in contact with your soul and your dreams, you manage life on a daily basis. Your interest for music, poetry and mysticism brings you to think critically about your life but especially about your role in it. A need for harmonious surroundings will prevent you from striving to fulfill your needs at the cost of others. A sense of romance and the tender side of life provide wonderful hours of enjoyment; once you have gained trust you have no problem opening yourself and surrendering to it. The ability to master the tight rope act between taking in and warding off should make you successful."
545;RADIX_0000000009224706;Your Neptune in Trine with Your Ascendant;"With your sensibility you probably have supernatural abilities which you may not be aware of. Being in a position to look behind the scenes, you are unsettled by what you see there. However, you will not blame yourself but do your best to transform the situation positively.



On the other hand, you may have a magical attraction that draws other people and might go so far as to have a hypnotic effect on people. Probably the danger of abuse of these powers for your own egotistical purposes is relatively small. Probably you know that the Earth can be peaceful and a healthy place to live and you should use your energies to bring about this transformation. This could be emotionally beneficial and earn you the acknowledgment that you have always hoped for."
546;RADIX_0000000009486850;Your Neptune in Trine with Your MC;This aspect puts you in a position to recognize the hidden connections underlying the basis of human interaction. In addition, you have the ability to intuitively grasp the mood of the people around you. Professionally, you are probably involved with the arts, and with your creative potential, success should not be out of your reach. The atmosphere at home grows out of sensitivity and your relationships with everyone are characterized by warmth.
547;RADIX_0000000002425346;Your Neptune in Sextile with Your Pluto;"This aspect has been around since about 1943 and will live a long time yet, especially in the current era where Pluto has gotten into an irregular orbit. Therefore, this aspect should be interpreted according to its consequences for the entire world, as opposed to its influence on individuals. With this aspect, mankind should be enabled to achieve spiritual progress, which may reach its climax in due course since Neptune resides in Aquarius. At the end of the eighties, one of the two dominating political systems practically disappeared. The charts of the generations that caused this contained a sextile between Neptune and Pluto.



It was not by chance that this aspect came into being during a critical period of mankind's development. Some people would have us believe that the atomic age would introduce mankind into an ideal world of prosperity and contentment. What was not mentioned was that the potential for destroying the planet Earth several times over was hidden within it. Twenty years ago, people were saying that unbelievable plutonic powers, which were developed by misguided, ingenious scientists, could be used creatively without causing any danger. Today, everyone who is earning a living in the atomic energy industry has no doubt about the potential for disaster which human and technological failures can cause. A look at useful regenerating sources of energy such as hemp, sadly the production of which has encountered strong resistance, reveals that it is high time to place the decisions concerning the well-being of this planet in the hands of people whose vision extends beyond the next election.



Maybe it is time for younger people to take the fate of the planet in their own hands, because they have a future ahead of them and approach planning and structuring with more sensitivity than our older, elected representatives are capable of.



Today, it is more important than ever to let the universal love, represented by Neptune, come to its full expression. This reality and its tragic necessity became a little more clear during the world climatic conferences which took place in Berlin and Rio, where certain island states expressed concern about the rising sea level and who are given no opportunity to do anything about it. Also when we look at the ozone paradox - too much above, too little below - we get an impression of mankind's challenge for the future. A lot depends on how intensively we understand that our normal life span of 70-75 years is nothing in comparison to the time span of the development of the world. Hopefully, one day we will be able to internalize the fact that man is only one small gear in the mechanism of the universe, even if he can think; a fact that may be a tragic element."
548;RADIX_0000000008454658;Your Neptune in Sextile with Your Northern Moon Node;"This is a beautiful aspect, which will give you the sensitivity to build deep relationships. By staying in contact with your soul and your dreams you manage life on a daily basis. Your interests for music, poetry and mysticism bring you to think critically about your life but especially about your role in it. A need for harmonious surroundings will prevent you from striving to fulfill your needs at the cost of others. A sense of romance and the tender side of life provide wonderful hours of enjoyment; once you have gained trust you have no problem opening yourself and surrendering to it. The ability to master the tight rope act between taking in and warding off should make you successful."
549;RADIX_0000000009241090;Your Neptune in Sextile with Your Ascendant;"Your sensibility allows you to show deep emotions. Because you can be very charming, you are in a position to capture people's fascination and convince them that what you are working on is worthwhile. If your goals are not egotistical, this could have a positive effect. If you tend to be self-centered, this could have consequences that will be unpleasant for you.



On the other hand, you may have a magical attraction that draws other people, which can go so far as to have a hypnotic effect. Also, here it is vital that it is used for the benefit of everyone. If you are able to learn to be more decisive, your self-confidence will grow and you will be able to devote yourself to higher ambitions."
550;RADIX_0000000009503234;Your Neptune in Sextile with Your MC;"This aspect puts you in a position to recognize the hidden connections underlying the basis of human interaction. In addition, you have the ability to intuitively grasp the mood of the people around you. Professionally, you are probably involved with the arts, and with your creative potential; success should not be out of your reach. The atmosphere at home grows out of sensitivity and your relationships with everyone are characterized by warmth."
551;RADIX_0000000000000518;Your Neptune in the First House;"With Neptune in the first house you do not exactly have an easy time bringing two seemingly contradictory principles into harmony. The emphasis of the first house is the development of individuality, to become an independent personality with individual needs, whereas Neptune stands for the dissolution of the structures of the ego and striving to become part of a greater, all-encompassing self.



If you still have not found the way to transform this conflict into positive energy, you could run the risk of deceiving yourself with convenient illusions. It will be difficult to develop your identity; your lack of self-awareness brings you to constantly reflect on what others are thinking and feeling. In search of perspective and orientation, you run the risk of being used. Eventually, you may turn to drug abuse and sink into the depths of self-pity.



On the other side, your great sensitivity could be of use in your endeavors to express your internal processes artistically. Others may be inspired by you to learn how sincerity and true sympathy can make a difference. Maybe you have prophetic abilities and access to dimensions which remain out of reach to others. The ability to sense what is bothering others is due largely to your healing powers."
552;RADIX_0000000000016902;Your Neptune in the Second House;"Reaching a comfortable relationship with material possessions will be extremely difficult for you. In financial transactions you may proceed naively, because you cannot fathom money's importance for some people. Maybe you frequently miscalculate, or unanticipated events absorb your financial security. Compulsive spending or the belief that other people are responsible for taking care of you and helping you stay on your feet, is typical of you.



In any case, you must make an effort to develop a realistic attitude about money and do not put off the issue. Your insecurity may be stilled by material values; however, you must make yourself aware that your spiritual attributes are much more reliable. Do not believe that a well-endowed bank account can protect you from the evils of the world.



If you learned your lesson, you will allow others to share in your material resources or will use them for creative activities."
553;RADIX_0000000000033286;Your Neptune in the Third House;"Use your intellect and reason for greater goals. The challenge for you is to integrate your limitless imagination into your thought processes and still come up with clear, logical conclusions. If you manage to avoid getting caught up in clouded thought patterns, you will develop an intuitive understanding for latent changes in your environment.



Expressing yourself by means of conventional information transfer has proven itself to be problematic for you. Artistic expression better lends itself to your impressions and inner turmoil, as you find the apparatus of language too restrictive. Maybe you have already had enough problems stemming from disturbances in communication. Accept the fact that language is the number one means of communication and you have no other choice but to work on alleviating any deficits you may have in this area.



Poetry should make you capable of beautiful expression, because it allows you to describe your dreams and fantasies without being restrained by closed structures. Possibly psychotherapy would be a good profession for you, or work with learning disabled children because you intuitively grasp the meaning of a word and are sensitive enough to understand body language."
554;RADIX_0000000000049670;Your Neptune in the Fourth House;"Perhaps you have unrealistic expectations of your family and cannot accept the fact that you are an adult now and have to take the responsibility for your own life. The feeling of security you experienced in the bosom of your family will always be a part of you, even if the circumstances were not as ideal as your memories. Do not hold fast to the values you were taught but place them in question. Let go of your romantic attachment to family traditions and its unity and solidarity. Only then will you have a chance to experience these ideals.



There may have been a lot of misunderstandings between you and your mother, which left you feeling confused and disappointed. She could have represented the qualities of Neptune by living removed from the world, maybe she used drugs too much, or maybe she shut out the world to devote herself completely to caring for you.



As a woman, you could run the risk of smothering your children with affection causing them to develop guilt complexes. It is important to maintain distance, a sober outlook and to be able to differentiate between people. Sometimes you take care of people you would be better off avoiding."
555;RADIX_0000000000066054;Your Neptune in the Fifth House;"With your creativity, fantasy and your deep emotions, you are capable of extraordinary artistic expression. Unfortunately, either you are oblivious to your talents or circumstances prevent you from creating. Possibly self-expression is sacrificed to a deep-rooted guilt complex or you simply do not have enough confidence in yourself to experiment. Regardless of the cause, it would do you good to experiment in this area. It is not necessary to risk your steady income to find out how much joy artistic expression can bring.



You are a romantic lover like no other. Love has to be about romance and pain or you do not see any point in it. Watch out that you do not spend too much time in the clouds or your fall could be a hard one. First consider carefully what you really expect from a partner and do not chase after ill-conceived ideals. 



The relationship between you and your children could be similar. Maybe you will not recognize the true personality of your children until after the passing of many years, and than wonder how you could have been so blind. On the other hand, you will support the sensitive and creative side of your children."
556;RADIX_0000000000082438;Your Neptune in the Sixth House;"The challenge of getting your day organized and all your obligations fulfilled satisfactorily often makes you doubt your abilities. Possibly you feel overwhelmed by obligations of keeping your household in order, the demands of professional success and taking your mother to the dentist between all this. It may also be the case, that you reject all responsibility and are oblivious to the fact that your constant daydreaming and irresponsibility are a burden to others. Somehow you do not feel adequately prepared for the cruel world outside and actually do react very sensitively and have even been known to have ""allergic"" reactions to unpleasant experiences. You should take care to interpret your body's reactions realistically. Ignoring its signals could cause you to lose touch; if you are unable to solve your problems it could affect your health, for example in the form of eating disorders.



On the other hand, you have healing powers and sensitivity for solving problems at work. Once you have gotten your feet firmly on the Earth, which may be unpleasant at times, you go about your work with inspiration and attain deep satisfaction through serving others."
557;RADIX_0000000000098822;Your Neptune in the Seventh House;"It never ceases to amaze you that your partner can still manage to disappoint you although in the beginning everything was so beautiful. Your problem is that your image of your partner was never realistic and you do not see your role in the relationship clearly. This can have various consequences. Perhaps you are looking for bliss and salvation in the relationship and believe yourself incapable of surviving on your own. This is a dangerous attitude and can lead to submissive behavior and tolerance of abuse in relationships. On the other hand, an unattainable romantic ideal could make you wait for the perfect partner, secretly believing that a relationship has nothing to do with day-to-day life. Maybe you are attracted to people with drug problems or to criminals and are determined to help them. You will feel like a martyr and will be disappointed if you do not get the recognition you feel you deserve. Take time to analyze your motivation, which repeatedly guides you to the same experiences.



In spite of all these problems, you are still capable of unlimited, sincere and selfless love. You can truly melt together with the one you love and draw all of your life energy and courage from a relationship. If you keep your eyes open and do not evade problems and conflicts, the relationship will allow you to give a lot and receive even more in return."
558;RADIX_0000000000115206;Your Neptune in the Eighth House;"Death should not instill you with fear, but fascinate you and arouse your curiosity about what is to follow. Also what the French call the ""small death"" attracts you hypnotically: Through physical union with another person you try to transgress limitations and attain a deeper understanding of human nature.



Wherever Neptune is found, dangers are lurking. Neptune clouds reality and often makes us victims of our own deceptions. For this reason, avoid using sex as a means of escape or believe that it can alleviate spiritual wounds for very long. You will always be an individual as long as you lead a human existence. Intoxication will help you overcome the barrier represented by your body in a relation to another person. You are capable of tremendous sacrifice, but guard against giving up control and meeting your demise in your passion.



If Neptune has difficult aspects, it could be that you change partners often, maybe because you subconsciously want to unite with all of humanity. Also, you could use people and live at their cost. Be assured that what you are looking for in other people has been within you all along."
559;RADIX_0000000000131590;Your Neptune in the Ninth House;"Becoming a part of a higher order and recognizing an all-encompassing truth with the help of your intuition is your greatest desire. Completely opening yourself to a religion, a philosophy or system of values is what you really aim for. However, Neptune will often guide you in the wrong direction. Whether you are seduced by false prophets or believe that only you have the spiritual greatness and maturity to differentiate truth from falsehood: you court the danger of losing yourself in self-deception and mysterious thoughts. Do not be too easily impressed by whatever gurus happen to be around, consider that a beautiful aura can be deceiving and that salvation can be found nowhere but within yourself.



If you do not turn yourself into a martyr leading spiritual crusades, you will actually have the potential to develop your spirit to the station where you can recognize interdependencies and let yourself be guided by the feeling that everything in life has a purpose. You are capable of extraordinary faith and can serve others as spiritual guide. Maybe you will find the source of your inspiration in a foreign country or in a place that appears to you in a dream."
560;RADIX_0000000000147974;Your Neptune in the Tenth House;"Probably you will have to search a long time for an appropriate profession, because it is not easy to recognize your talents and find appropriate release for them.  You are a little unsure of your place in society and you often perceive your role incorrectly. This may be why you feel uneasy at your job, and do not realize that you are in need of a completely different kind of challenge. Creative work, where imagination plays a large role and where you are granted a lot of freedom, would be perfect for you.



Perhaps you have strange ideas about your future prospects and are dissatisfied because everything seems trivial when you are looking for something special. On the other hand, you could attain a high position once you have found fulfillment. You have a capacity to make a good impression at public appearances. You may be capable of mesmerizing masses and being successful in politics. Neptune may be able to confuse, but cannot sharpen instinct so let your intuition guide you up the corporate ladder.



The tenth house is associated with the father; he probably had the qualities that Neptune represents to you. Seen negatively, he may have been somewhat irresponsible, seldom available, prone to escaping reality and may have had a drug problem. He may have also lived on the positive side of Neptune and was very loving, sensitive and artistically talented."
561;RADIX_0000000000164358;Your Neptune in the Eleventh House;"You should be able to divorce yourself from your identity and completely dissipate into a large community. With your sensitivity you pick up on vibrations people are sending and often instinctively do the right thing. You were born to connect to every living being in the world and feel encompassing love. Brotherly love is not an empty expression for you; you feel the meaning of this concept and want to live it. Maybe you are actively helping the poor and are involved in charity work. Because you are helpful, you can count on the support of your friends.



Still, you have trouble judging your goals. Motivation is not the problem, but it may well be that you have set goals that no one can reach. You also have to choose your friends and group activities carefully to avoid being used and one day awaking from a bad dream. Especially religious or spiritual contacts will attract you. It is also important to be careful in this area. Although you can find fulfillment in a group, you should never give up responsibility and let yourself become a mindless tool."
562;RADIX_0000000000180742;Your Neptune in the Twelfth House;"In the twelfth house, Neptune is in its natural habitat, which will intensify the expression of its qualities. In extreme cases, you may long to return to the womb, where it was warm and you could dream away in a sea of sensations. The material world is more difficult for you to grasp than your world of feelings, sacrifice, dreams and inspiration.



Maybe you are afraid of reality and believe that you could not survive there, preferring to withdraw and escape into illusions. Dimensions could open up to you that are unattainable to others. Beware of taking too many drugs along on trips through your subconscious, you may lose sight of your limits and become trapped in vicious circles.



You are over sensitive and open for mystical experiences, which can drive you to self-annihilation. It is important for you to never give up control over your emotions or the resulting action because you suffer from depression and cannot always differentiate harmful conduct from what is good for you. If you make an effort to understand the external world and try to find a way out of the isolation that is sometimes necessary, you will delight others with your inspiration and be able to draw from a large reservoir of spiritual experiences."
563;RADIX_0000000000000580;Pluto - The Unavoidable Change;With 2400 kilometers of diameter Pluto is the smallest known planet. It was discovered on the 18th of February 1930 in Flagstaff, Arizona. Pluto requires 247 years and 7 months to circle the Sun. It remains in each sign about 20 years. A moon, Charon, which according to Greek mythology brought the souls of the dead across the river to Hades the antique underworld, circles it. Pluto is the Roman god of the underworld that everyone will meet someday. In Astrology it symbolizes the masses and stands for sudden change, destruction, regeneration and transformation. It can be interpreted in context with the actual happenings in the world. In personal horoscopes one should concentrate on the position of its houses and its aspects. Together, Pluto and Mars rule the sign Scorpio.
564;RADIX_0000000000049729;Your Pluto in Cancer;"Pluto should be interpreted for individuals by its house position and its aspects to the other planets because it moves very slowly. It entered the sign of Cancer in 1914 and hung out there until 1939.



Pluto was first discovered in the year 1930 in Flagstaff, Arizona. A global perspective reveals the cause of the wars experienced by the world as excessive nationalism. Each country wanted to expand its borders and claim more living space. The resulting battles then led to the mass extermination of entire peoples. Also, families represented by the sign Cancer were subjected to transformations and the resulting consequences of dislocation. Agricultural economies were modernized: major changes were introduced by the discovery of fertilizer and insecticides. Research into hydroelectricity manifested itself in dam construction. In Israel, irrigation systems were gradually being introduced making the desert arable, a process which has since been perfected."
565;RADIX_0000000000066113;Your Pluto in Leo;"Pluto should be interpreted for individuals by its house position and its aspects to the other planets because it moves very slowly. It was in the sign of Leo from the middle of 1938 until 1956.



Pluto was first discovered in the year 1930 in Flagstaff, Arizona. The nuclear bomb demonstrated its devastating effects while Pluto was in the sign Leo. Atomic energy has been associated with the planet Pluto ever since, which stands for total destruction. The attributes represented by Leo, haughtiness and arrogance, can cause wars capable of destroying large portions of the world and millions of people. Recently developed weapons have introduced the world to violent dread, although simultaneously, progressive technologies dedicated to the well being of humanity are also being researched. Political systems evolved and then out of pride broke off dialog with each erecting an iron curtain between them. Colonial states achieved their independence assuming the entire responsibility of their newly won freedom."
566;RADIX_0000000000082497;Your Pluto in Virgo;"Pluto should be interpreted for individuals by its house position and its aspects to the other planets because it moves very slowly. It was in the sign of Virgo from 1956 until 1972.



Pluto was first discovered in the year 1930 in Flagstaff, Arizona. While it was in Virgo the labor situation and the field of medicine were drastically altered. The role of unions grew in importance because people recognized that they were stronger when they banded together (Pluto is the planet of the masses). The computer was developed and subsequently revolutionized industrial production. Today, a noncomputerized workplace is unthinkable. Food was treated with chemicals. Drugs produced in laboratories changed (or in many cases destroyed) human existence. Of relevance to the policies of population control is the development of the contraceptive pill in this era."
567;RADIX_0000000000098881;Your Pluto in Libra;"Pluto should be interpreted for individuals by its house position and its aspects to the other planets because it moves very slowly. It was in the sign of Libra from 1972 until 1984.



Pluto was first discovered in 1930 in Flagstaff, Arizona. During its stay in Libra, the sign of harmony and justice, people started seriously reconsidering their ideas about human relationships. People discovered that consensus is more effective than armed conflict. To avoid destroying all life on the planet, made possible by atomic weapons, new ways of reaching agreements have to be developed. Hopefully, the consciousness developed during this era will prove to meet the demands of the future. The world needs standards that can be accepted by everyone, human rights for example, which in many cases were formulated for the first time during this era. Strangely enough, a third world war could be prevented with the aid of weapons of mass destruction. The principle of deterrence has in turn left us with atomic waste that has proven very difficult to get rid of. Political groups, which are working to reestablish the ecological balance of our Earth, have drawn enough attention to themselves to establish themselves in our political landscape. Many people have recognized that the only way our civilization is going to survive is if we manage to increase our willingness to compromise."
568;RADIX_0000000000115265;Your Pluto in Scorpio;"Pluto should be interpreted for individuals by its house position and its aspects to the other planets because it moves very slowly. The global interpretation of Pluto is more important because it conveys deeper insights. Pluto has been in the sign Scorpio since 1983. In the year 1996, it will definitively progress to Sagittarius. 



Pluto was first discovered in the year 1930 in Flagstaff, Arizona. Scorpio is the sign ruled by Pluto that explains why its power is especially visible putting essential decisions before the population of the Earth. Its message ""Evolve or die"" should be conveyed to everyone on the planet. This era is characterized by the last breaths of the Age of Pisces. Mankind has to realize that it is just not enough to reduce the CO 2 production by 30% over the next 25 years. Recent reports inform us that an increase in the average temperature of 1.3° Centigrade will cause climatic catastrophes, and that this is extremely likely to occur within the next 25 years. At this point, it is important to tap new sources of energy and to do more research on reproducible raw materials and make these available to the world. Hemp, which unfortunately, in spite of its potential, has been leading a miserable existence, is a reproducible raw material whose value is just beginning to be recognized. Hemp is being used to produce paper, soap, and clothing and even coffins all of which are 100% biodegradable. If people would redirect a fraction of the funds devoted to nuclear research to the research on the hemp plant, it would not only do a lot of good for mankind but also to our living environment. In Germany, it has become possible to cultivate hemp, but bureaucratic machinery seems to be effective at intimidating farmers who want to plant it; also there is not enough seed available.



The solution is simple, but it depends on whether mankind is able to recognize the seriousness of the situation. It may be time for young people to take the future of the planet into their own hands because they have their future ahead of them and will structure any progress more sensitively than our older representatives have been doing."
569;RADIX_0000000000131649;Your Pluto in Sagittarius;"Sagittarius stands for religion, worldview, spiritual insights and interactions, culture and intellectual well-being. People born under the sign, Sagittarius, should be able to come to an intense understanding of these values, especially now. At the present time, the effects of Sagittarius' energy have an increasing influence on the course of world events; intolerance in the form of fundamentalism is on the rise.  At the same time, there are movements to find internationally acceptable solutions to our problems, which include a reexamination of individual values. The future of humanity depends on whether people born during this time, and especially the people sitting at the controls of power, will be able to negotiate a consensus between people. This consensus must be based on respect, tolerance, a feeling of community and the establishment of uncompromisable human rights. Thereby the ""Western"" values of a progress-oriented modern society, which have long been uncritically seen as a blessing for the entire world, may not be imposed on foreign cultures.



Instead of emphasizing the differences, it would be better if all the inhabitants of this planet accept the world community. Each one should start with oneself, especially today when the world is continuously getting smaller and contact to foreigners, foreign cultures and various religious communities has become a part of daily life. This presents an opportunity for the people of this era to carefully reconsider their conduct and avoid subconsciously clinging to outdated prejudices. When the world society is challenged, the positive powers of Pluto in Sagittarius will unfold and create a new collective consciousness.



The solution is simple, but it depends on whether mankind is able to recognize the seriousness of the situation. It may be time for young people to take the future of the planet into their own hands because they have their future ahead of them and will structure any progress more sensitively than our older representatives have been doing."
570;RADIX_0000000008389186;Your Pluto in Conjunction with Your Northern Moon Node;"Major transformations in your life which you are unable to control, and which also make you unsure about everything, may make you start believing in fate. Regularly dealing with death, misuse of power and the likes brings you strength of character and self-confidence. Sexuality is also important to you and serves as a source of strength.



On your way, no catastrophe can throw you off track. There are always enough energy reserves to get you going again, and you do not need to fear the future. You have learned to let go of the past because it is better to let sleeping dogs lie, especially when the present is challenging enough."
571;RADIX_0000000009175618;Your Pluto in Conjunction with Your Ascendant;"Through your intuition and willpower, you are in the position to recognize and see through to the basic relationships of life and assert your interests. For this reason, you can tap into the underlying sources of universal power and are able to use them to regenerate at anytime, if it is possible to do so without causing suffering. People think of you as a punching clown because you always manage to recover quickly from the greatest crisis.



There could be a danger of attempting to manipulate your environment. Although you could be quite successful at it, Pluto being the planet of the masses, it will not help you if you were to use this talent for your own egotistical ambitions. This is why you are especially suited to represent the interests of large groups of people, which will eventually earn you the acceptance of others."
572;RADIX_0000000009437762;Your Pluto in Conjunction with Your MC;"In structuring your professional life, you invest a great deal of energy. To reach the goals you have set for yourself, you demonstrate a sophistication that astounds everyone around you. In a classical sense, Pluto at the MC points to activity in atomic physics, still Pluto is involved with everything that has depth. Probably you have intuitive energy that you should definitely put to use in a way that will benefit everybody, or else it could have negative consequences for you.



Pluto deals with renewal; its position at the MC may mean that your status will constantly be changing. Possibly you will also often change your professional field. Even if the people closest to you do not react with a lot of understanding, you are convinced that it is necessary."
573;RADIX_0000000008405570;Your Pluto in Opposition with Your Northern Moon Node;Probably you often have manipulated people and are still not free of your fascination with power. Although you understand that it is important to let go of the past and draw consequences from events, it is difficult for you to change. Strong forces tie you to the past and make you invest a lot of effort into giving your life a new direction. Your interest in life's essentials such as death, sexuality and reincarnation could help you. The challenge is to make radical changes to your life and, if you suffer from compulsive behavior, to look for its cause.
574;RADIX_0000000009192002;Your Pluto in Opposition with Your Ascendant;"With your strong willpower you can manipulate the people around you. Sometimes you are so convincing that people are taken back. At the same time others will try to push their beliefs on you. This is why you should be careful whom you get involved with. The problem with it is that you place high expectations on others, and object if they come up with similar requests.



If you could somehow bring yourself to work in the interests of a lot of people, you would be more accepted and you could free yourself from the negative influences of the people around you. Try to keep your egotism under control and do not let yourself become a victim of anyone else's egotism."
575;RADIX_0000000009454146;Your Pluto in Opposition with Your MC;Gripped by a deep-rooted desire to change the circumstances around you, the opposition you encounter is very painful because it leads to conflicts both at work and at home. Probably you had great difficulties with your parents during your childhood and youth. If you have not used the opportunity to modify your outlook on life, these conflicts will continue on into your professional life. This could be due to the way that you are convinced that you always know the best way to do everything.
576;RADIX_0000000008421954;Your Pluto in Square with Your Northern Moon Node;Sometimes events make you face facts which you do not want to accept and leave you struggling against learning the lessons of life and recognizing your role in the interchange of forces. Maybe you use sexuality as an escape and invest energy there that could also be directed toward establishing a foundation for your life. Prejudices prevent you from approaching topics with an open mind and lead you to look for the confirmation of your views. Probably, you will have to change the way you deal with unexpected situations.  Clinging to old structures and ignoring opportunities for development which present themselves will bring you many trials. If you have a tendency to use other people's resources for your goals, you will eventually have to pay the price.
577;RADIX_0000000009208386;Your Pluto in Square with Your Ascendant;"With your great willpower you are in a position to manipulate the people around you. Sometimes you are so convincing that people are taken back. The belief that you are capable of regulating other people's affairs will prove to be problematic. If you do not learn to hold back, someday you could be forced to rethink things such that you are more aware of other people's interests than your own.



Pluto is the planet of the masses; it would not be to your advantage to give your egotism free reign. If you can bring yourself to work in the interests of large classes of people and use your surplus energy for important goals, other people will accept you."
578;RADIX_0000000009470530;Your Pluto in Square with Your MC;Gripped by a deep-rooted desire to change the circumstances around you, the opposition you encounter is very painful because it leads to conflicts both at work and at home. Probably you had great difficulties with your parents during your childhood and youth. If you have not used the opportunity to modify your outlook on life, these conflicts will continue on into your professional life. This could be due to the way that you are convinced that you always know the best way to do everything.
579;RADIX_0000000008438338;Your Pluto in Trine with Your Northern Moon Node;"The ability to draw consequences from events prevents you from making important decisions carelessly. Even if everything does not run perfectly, you recognize the importance of generally changing inappropriate behavior and of living in the present.



Essential topics such as death, reincarnation and sexuality are not taboos in your environment. It is important to get the to core of things, which is why you are not satisfied with superficial explanations. Exploration of the depths of your psyche has made your personality stable and has familiarized you with the ups and downs of life."
580;RADIX_0000000009224770;Your Pluto in Trine with Your Ascendant;"A strong intuition puts you in a position to recognize and comprehend your true self and as well as the essence of other people. The resulting relationships will be characterized by their high level of interactivity. Inexhaustible energy sources should allow you to achieve whatever you set out to do. Awareness of your negative qualities will motivate you to intensify your efforts to overcome them.



When working together with others, you are very effective, even if you sometimes believe that nothing will happen without you, someday you will understand that it is not true. Somehow that will relieve you and depress you at the same time. Possibly you will start to work in the interests of large classes of people, which is in tune with the manifestation of the planet Pluto."
581;RADIX_0000000009486914;Your Pluto in Trine with Your MC;"This aspect indicates intensive involvement with your family that puts you in a position to advance professionally. The confidence you demonstrate at work wins you the admiration and support of your boss and your colleagues.



With your family situation firmly under control, no one around has any objection to your attempts to solve problems. Your effort to improve the situation at home has proven your credibility."
582;RADIX_0000000008454722;Your Pluto in Sextile with Your Northern Moon Node;"The ability to draw consequences from events prevents you from making important decisions carelessly. Even if everything does not run perfectly, you recognize the importance of generally changing inappropriate behavior and of living in the present.



Essential topics such as death, reincarnation and sexuality are not taboos in your environment. It is important to get to the core of things, which is why you are not satisfied with superficial explanations. Exploration of the depths of your psyche has made your personality stable and has familiarized you with the ups and downs of life."
583;RADIX_0000000009241154;Your Pluto in Sextile with Your Ascendant;"A strong intuition puts you in a position to recognize and comprehend your true self and as well as the essence of other people. The resulting relationships will be characterized by their high level of interactivity. Being in a position to tap into the underlying sources of universal power you are able to use them to regenerate at anytime, if it is possible without causing suffering. People think of you as a punching clown because you always manage to recover quickly from the greatest crises.



There could be a danger of attempting to manipulate your environment. This may cause a lot of people to feel uncomfortable around you; still you are well prepared for competition. On the other, hand you are very capable of representing the interests of larger groups of people, which will eventually earn you the respect of others."
584;RADIX_0000000009503298;Your Pluto in Sextile with Your MC;"This aspect indicates intensive involvement with your family that puts you in a position to advance professionally. The confidence you demonstrate at work wins you the admiration and support of your boss and your colleagues.



With your family situation firmly under control, no one around has any objection to your attempts to solve problems. Your effort to improve the situation at home has proven your credibility."
